Time (Sec);S9;S37;S30;S39;S38;S31;S36;S8;S40;S41;S46;S12;S33;S34;S35;S32;S10;S43;S44;S11;S45;S42;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.5011920000000003;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;19160.0;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;99.82179119999975;
1.0021920000000006;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;19160.0;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;99.81349119999948;
1.5001919999999864;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;19160.0;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;99.8051911999992;
2.001191999999972;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;19160.0;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;99.79679119999892;
2.502191999999991;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;19160.0;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;99.78849119999865;
3.00019200000001;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;19160.0;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;99.78019119999837;
3.501192000000029;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;19160.0;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;99.77179119999809;
4.002192000000048;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;19160.0;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;99.76349119999782;
4.500192000000052;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;19160.0;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;99.75519119999754;
