Time (Sec);S8;S10;S11;S12;S30;S31;S32;S33;S34;S35;S36;S37;S38;S39;S40;S41;S42;S43;S44;S45;S46;S9;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.1001026666666671;19160.0;99.98563519999988;99.98563519999988;99.98563519999988;99.98576399999988;99.98599279999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.98576399999988;99.99639999999988;99.98623759999987;
0.20010266666666743;19160.0;99.98063519999971;99.98063519999971;99.98063519999971;99.98076399999971;99.98099279999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.98076399999971;99.9812375999997;
0.300102666666665;19160.0;99.97563519999954;99.97563519999954;99.97563519999954;99.97576399999954;99.97599279999955;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97576399999954;99.97623759999954;
0.4001026666666599;19160.0;99.97063519999938;99.97063519999938;99.97063519999938;99.97076399999938;99.97099279999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97076399999938;99.97123759999937;
0.5001026666666545;19160.0;99.96563519999921;99.96563519999921;99.96563519999921;99.96576399999921;99.96599279999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.96576399999921;99.9662375999992;
0.6001026666666548;19160.0;99.96063519999905;99.96063519999905;99.96063519999905;99.96076399999905;99.96099279999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96076399999905;99.96123759999904;
0.7001026666666549;19160.0;99.95563519999888;99.95563519999888;99.95563519999888;99.95576399999888;99.95599279999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95576399999888;99.95623759999887;
0.800102666666655;19160.0;99.95063519999871;99.95063519999871;99.95063519999871;99.95076399999871;99.95099279999872;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.95076399999871;99.9512375999987;
0.9001026666666551;19160.0;99.94563519999855;99.94563519999855;99.94563519999855;99.94576399999855;99.94599279999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94576399999855;99.94623759999854;
